Sequence	Count	Probability(%)
2472	64	0.003594
0931	64	0.003594
9088	64	0.003594
3419	64	0.003594
4792	64	0.003594
7406	64	0.003594
5168	64	0.003594
3140	63	0.003538
9296	63	0.003538
4482	63	0.003538
0386	63	0.003538
6506	63	0.003538
7987	63	0.003538
0089	63	0.003538
4222	63	0.003538
4493	63	0.003538
4387	63	0.003538
8624	63	0.003538
9490	63	0.003538
9933	63	0.003538
2570	63	0.003538
0885	63	0.003538
9870	63	0.003538
5413	63	0.003538
3694	63	0.003538
5199	63	0.003538
3665	63	0.003538
9392	63	0.003538
3587	63	0.003538
1847	63	0.003538
1658	63	0.003538
4483	63	0.003538
3911	63	0.003538
3242	63	0.003538
9025	63	0.003538
5140	63	0.003538
2364	63	0.003538
9865	63	0.003538
3433	63	0.003538
8611	63	0.003538
3485	63	0.003538
3494	63	0.003538
4325	63	0.003538
5557	63	0.003538
3992	63	0.003538
5990	63	0.003538
7269	63	0.003538
4528	63	0.003538
7492	63	0.003538
8919	63	0.003538
7811	63	0.003538
6894	63	0.003538
2576	63	0.003538
4030	63	0.003538
3276	63	0.003538
6700	63	0.003538
9396	63	0.003538
7747	63	0.003538
2834	63	0.003538
5699	63	0.003538
8895	63	0.003538
5293	63	0.003538
6484	63	0.003538
7704	63	0.003538
1665	63	0.003538
5030	63	0.003538
2553	63	0.003538
2039	63	0.003538
4498	63	0.003538
3644	63	0.003538
0198	63	0.003538
3275	63	0.003538
2670	63	0.003538
8304	63	0.003538
8422	63	0.003538
3385	63	0.003538
4324	63	0.003538
1673	63	0.003538
6479	63	0.003538
1048	63	0.003538
6402	63	0.003538
1461	63	0.003538
9897	63	0.003538
1646	63	0.003538
9695	63	0.003538
0793	63	0.003538
0195	63	0.003538
7625	63	0.003538
5601	63	0.003538
9310	63	0.003538
1842	63	0.003538
4594	62	0.003482
7757	62	0.003482
7687	62	0.003482
6201	62	0.003482
9707	62	0.003482
4193	62	0.003482
6622	62	0.003482
7590	62	0.003482
5404	62	0.003482
1760	62	0.003482
9102	62	0.003482
3427	62	0.003482
6303	62	0.003482
5721	62	0.003482
9313	62	0.003482
9213	62	0.003482
6040	62	0.003482
3889	62	0.003482
6286	62	0.003482
6124	62	0.003482
9190	62	0.003482
1446	62	0.003482
1652	62	0.003482
9488	62	0.003482
6993	62	0.003482
7291	62	0.003482
5604	62	0.003482
7185	62	0.003482
6922	62	0.003482
4676	62	0.003482
3520	62	0.003482
4416	62	0.003482
0091	62	0.003482
8004	62	0.003482
5518	62	0.003482
3280	62	0.003482
0569	62	0.003482
3281	62	0.003482
8318	62	0.003482
2562	62	0.003482
9587	62	0.003482
7304	62	0.003482
4692	62	0.003482
9908	62	0.003482
4899	62	0.003482
0282	62	0.003482
3155	62	0.003482
0196	62	0.003482
2838	62	0.003482
2873	62	0.003482
0984	62	0.003482
4677	62	0.003482
1736	62	0.003482
2066	62	0.003482
9187	62	0.003482
2932	62	0.003482
2850	62	0.003482
4552	62	0.003482
2658	62	0.003482
4882	62	0.003482
5434	62	0.003482
5684	62	0.003482
5235	62	0.003482
7495	62	0.003482
6192	62	0.003482
5634	62	0.003482
6681	62	0.003482
3375	62	0.003482
6768	62	0.003482
3892	62	0.003482
7283	62	0.003482
4240	62	0.003482
7121	62	0.003482
6277	62	0.003482
5912	62	0.003482
7585	62	0.003482
7147	62	0.003482
5258	62	0.003482
4251	62	0.003482
4598	62	0.003482
2058	62	0.003482
2756	62	0.003482
6695	62	0.003482
5132	62	0.003482
6583	62	0.003482
8107	62	0.003482
1761	62	0.003482
6797	62	0.003482
3795	62	0.003482
0684	62	0.003482
0395	62	0.003482
8211	62	0.003482
4168	62	0.003482
3593	62	0.003482
1757	62	0.003482
4293	62	0.003482
8519	62	0.003482
5410	62	0.003482
8511	62	0.003482
5206	62	0.003482
4044	61	0.003426
7317	61	0.003426
5652	61	0.003426
9094	61	0.003426
8190	61	0.003426
4247	61	0.003426
9592	61	0.003426
9980	61	0.003426
9910	61	0.003426
5415	61	0.003426
7531	61	0.003426
5889	61	0.003426
1671	61	0.003426
3822	61	0.003426
6021	61	0.003426
4584	61	0.003426
4382	61	0.003426
4169	61	0.003426
7404	61	0.003426
9821	61	0.003426
2139	61	0.003426
9023	61	0.003426
5193	61	0.003426
3240	61	0.003426
4601	61	0.003426
7591	61	0.003426
3499	61	0.003426
3637	61	0.003426
9411	61	0.003426
8969	61	0.003426
0693	61	0.003426
8692	61	0.003426
3469	61	0.003426
0134	61	0.003426
0456	61	0.003426
3357	61	0.003426
7192	61	0.003426
4214	61	0.003426
6486	61	0.003426
4432	61	0.003426
9663	61	0.003426
9424	61	0.003426
4885	61	0.003426
7382	61	0.003426
6290	61	0.003426
5852	61	0.003426
7110	61	0.003426
5664	61	0.003426
9681	61	0.003426
2632	61	0.003426
7221	61	0.003426
5882	61	0.003426
7183	61	0.003426
3783	61	0.003426
5602	61	0.003426
3431	61	0.003426
8295	61	0.003426
8507	61	0.003426
4265	61	0.003426
8299	61	0.003426
3893	61	0.003426
8703	61	0.003426
8394	61	0.003426
8177	61	0.003426
1544	61	0.003426
8303	61	0.003426
4021	61	0.003426
8782	61	0.003426
4878	61	0.003426
7650	61	0.003426
8411	61	0.003426
4195	61	0.003426
2452	61	0.003426
4497	61	0.003426
5159	61	0.003426
9678	61	0.003426
5508	61	0.003426
2048	61	0.003426
4653	61	0.003426
2074	61	0.003426
0294	61	0.003426
1862	61	0.003426
5879	61	0.003426
3408	61	0.003426
7802	61	0.003426
4734	61	0.003426
1763	61	0.003426
9808	61	0.003426
8420	61	0.003426
9413	61	0.003426
4675	61	0.003426
6679	61	0.003426
3764	61	0.003426
4805	61	0.003426
4008	61	0.003426
5311	61	0.003426
5911	61	0.003426
3567	61	0.003426
3511	61	0.003426
0194	61	0.003426
7749	61	0.003426
2648	61	0.003426
3372	61	0.003426
6362	61	0.003426
5304	60	0.003370
5534	60	0.003370
6282	60	0.003370
7479	60	0.003370
9289	60	0.003370
2158	60	0.003370
9892	60	0.003370
6711	60	0.003370
6179	60	0.003370
7767	60	0.003370
7234	60	0.003370
5195	60	0.003370
0781	60	0.003370
6110	60	0.003370
7866	60	0.003370
6592	60	0.003370
9201	60	0.003370
4391	60	0.003370
4393	60	0.003370
6388	60	0.003370
0683	60	0.003370
6392	60	0.003370
3785	60	0.003370
8219	60	0.003370
7326	60	0.003370
9589	60	0.003370
7580	60	0.003370
5625	60	0.003370
3137	60	0.003370
7284	60	0.003370
7486	60	0.003370
9604	60	0.003370
4969	60	0.003370
5308	60	0.003370
9807	60	0.003370
4180	60	0.003370
4425	60	0.003370
3516	60	0.003370
3402	60	0.003370
6627	60	0.003370
5712	60	0.003370
3297	60	0.003370
3906	60	0.003370
5387	60	0.003370
4472	60	0.003370
4605	60	0.003370
7977	60	0.003370
5985	60	0.003370
9790	60	0.003370
5052	60	0.003370
2643	60	0.003370
4613	60	0.003370
4228	60	0.003370
4009	60	0.003370
5219	60	0.003370
6107	60	0.003370
3424	60	0.003370
6112	60	0.003370
3055	60	0.003370
7384	60	0.003370
8495	60	0.003370
9810	60	0.003370
7557	60	0.003370
4699	60	0.003370
2866	60	0.003370
6704	60	0.003370
3466	60	0.003370
6260	60	0.003370
2655	60	0.003370
4041	60	0.003370
3501	60	0.003370
4793	60	0.003370
4232	60	0.003370
8599	60	0.003370
5430	60	0.003370
2038	60	0.003370
6352	60	0.003370
9188	60	0.003370
3806	60	0.003370
3804	60	0.003370
8930	60	0.003370
5829	60	0.003370
3462	60	0.003370
5184	60	0.003370
3685	60	0.003370
3912	60	0.003370
5474	60	0.003370
3639	60	0.003370
6364	60	0.003370
1859	60	0.003370
3363	60	0.003370
2656	60	0.003370
5278	60	0.003370
8922	60	0.003370
3618	60	0.003370
5579	60	0.003370
8809	60	0.003370
8816	60	0.003370
2461	60	0.003370
9789	60	0.003370
5573	60	0.003370
7273	60	0.003370
3352	59	0.003314
5204	59	0.003314
9983	59	0.003314
9590	59	0.003314
3253	59	0.003314
1748	59	0.003314
9886	59	0.003314
1843	59	0.003314
4621	59	0.003314
1868	59	0.003314
3083	59	0.003314
3533	59	0.003314
0382	59	0.003314
9283	59	0.003314
5825	59	0.003314
1747	59	0.003314
5989	59	0.003314
3550	59	0.003314
8827	59	0.003314
4713	59	0.003314
4986	59	0.003314
6623	59	0.003314
6274	59	0.003314
4810	59	0.003314
3805	59	0.003314
6213	59	0.003314
5437	59	0.003314
5202	59	0.003314
9787	59	0.003314
3376	59	0.003314
3335	59	0.003314
4234	59	0.003314
7403	59	0.003314
3714	59	0.003314
4131	59	0.003314
9871	59	0.003314
9291	59	0.003314
6166	59	0.003314
6878	59	0.003314
7389	59	0.003314
7550	59	0.003314
5713	59	0.003314
5485	59	0.003314
0345	59	0.003314
6293	59	0.003314
3166	59	0.003314
9121	59	0.003314
3248	59	0.003314
3157	59	0.003314
5884	59	0.003314
8880	59	0.003314
9177	59	0.003314
7190	59	0.003314
1849	59	0.003314
8685	59	0.003314
3497	59	0.003314
3977	59	0.003314
1740	59	0.003314
5009	59	0.003314
4603	59	0.003314
5495	59	0.003314
5162	59	0.003314
5680	59	0.003314
8412	59	0.003314
8584	59	0.003314
6584	59	0.003314
5546	59	0.003314
7287	59	0.003314
5597	59	0.003314
4576	59	0.003314
3246	59	0.003314
6636	59	0.003314
5354	59	0.003314
3994	59	0.003314
5022	59	0.003314
7576	59	0.003314
3351	59	0.003314
6493	59	0.003314
4623	59	0.003314
2063	59	0.003314
9196	59	0.003314
0969	59	0.003314
7388	59	0.003314
8850	59	0.003314
7604	59	0.003314
4181	59	0.003314
0145	59	0.003314
4804	59	0.003314
1649	59	0.003314
1759	59	0.003314
5422	59	0.003314
5481	59	0.003314
5779	59	0.003314
7178	59	0.003314
8719	59	0.003314
8466	59	0.003314
2965	59	0.003314
3236	59	0.003314
5090	59	0.003314
0584	59	0.003314
5853	59	0.003314
6469	59	0.003314
6611	59	0.003314
3565	59	0.003314
0160	59	0.003314
7445	59	0.003314
0178	59	0.003314
3526	59	0.003314
6885	59	0.003314
0333	59	0.003314
6010	59	0.003314
5136	59	0.003314
9302	59	0.003314
4183	59	0.003314
4307	59	0.003314
0075	59	0.003314
5647	59	0.003314
5154	59	0.003314
7232	59	0.003314
5453	59	0.003314
7907	58	0.003257
4428	58	0.003257
3294	58	0.003257
8994	58	0.003257
7184	58	0.003257
9013	58	0.003257
7904	58	0.003257
0255	58	0.003257
3684	58	0.003257
0898	58	0.003257
9514	58	0.003257
9286	58	0.003257
0888	58	0.003257
9122	58	0.003257
6578	58	0.003257
6272	58	0.003257
4279	58	0.003257
7107	58	0.003257
4388	58	0.003257
3572	58	0.003257
6391	58	0.003257
9020	58	0.003257
9487	58	0.003257
6656	58	0.003257
2736	58	0.003257
6489	58	0.003257
6872	58	0.003257
2854	58	0.003257
9895	58	0.003257
7724	58	0.003257
7294	58	0.003257
6511	58	0.003257
5659	58	0.003257
1766	58	0.003257
0883	58	0.003257
7374	58	0.003257
0685	58	0.003257
2775	58	0.003257
3808	58	0.003257
5341	58	0.003257
0144	58	0.003257
4430	58	0.003257
1656	58	0.003257
7532	58	0.003257
7266	58	0.003257
7586	58	0.003257
6491	58	0.003257
7212	58	0.003257
9594	58	0.003257
6395	58	0.003257
5269	58	0.003257
0380	58	0.003257
5581	58	0.003257
3170	58	0.003257
4126	58	0.003257
7001	58	0.003257
5403	58	0.003257
8783	58	0.003257
7378	58	0.003257
9017	58	0.003257
2644	58	0.003257
0400	58	0.003257
5468	58	0.003257
3810	58	0.003257
5414	58	0.003257
5554	58	0.003257
3041	58	0.003257
4684	58	0.003257
7582	58	0.003257
6607	58	0.003257
0047	58	0.003257
5423	58	0.003257
7602	58	0.003257
7423	58	0.003257
9410	58	0.003257
3263	58	0.003257
4606	58	0.003257
2845	58	0.003257
4060	58	0.003257
4262	58	0.003257
6782	58	0.003257
7180	58	0.003257
5169	58	0.003257
5127	58	0.003257
6066	58	0.003257
7493	58	0.003257
4320	58	0.003257
9593	58	0.003257
5044	58	0.003257
9218	58	0.003257
1648	58	0.003257
4555	58	0.003257
0184	58	0.003257
6541	58	0.003257
4161	58	0.003257
4710	58	0.003257
7911	58	0.003257
5707	58	0.003257
2059	58	0.003257
5543	58	0.003257
9965	58	0.003257
5215	58	0.003257
5998	58	0.003257
0794	58	0.003257
6119	58	0.003257
3672	58	0.003257
5769	57	0.003201
7181	57	0.003201
3136	57	0.003201
8696	57	0.003201
3417	57	0.003201
0398	57	0.003201
5822	57	0.003201
5984	57	0.003201
5808	57	0.003201
7578	57	0.003201
6302	57	0.003201
9387	57	0.003201
8603	57	0.003201
7115	57	0.003201
3622	57	0.003201
5108	57	0.003201
4604	57	0.003201
4016	57	0.003201
9888	57	0.003201
9233	57	0.003201
6884	57	0.003201
4686	57	0.003201
7491	57	0.003201
6178	57	0.003201
4129	57	0.003201
3907	57	0.003201
3070	57	0.003201
3342	57	0.003201
9630	57	0.003201
9607	57	0.003201
4514	57	0.003201
4134	57	0.003201
5007	57	0.003201
1758	57	0.003201
5218	57	0.003201
6291	57	0.003201
5450	57	0.003201
1449	57	0.003201
5399	57	0.003201
3895	57	0.003201
2974	57	0.003201
8920	57	0.003201
5161	57	0.003201
7776	57	0.003201
3145	57	0.003201
4679	57	0.003201
7921	57	0.003201
2839	57	0.003201
0478	57	0.003201
8881	57	0.003201
4115	57	0.003201
4721	57	0.003201
6603	57	0.003201
3738	57	0.003201
2664	57	0.003201
4811	57	0.003201
0298	57	0.003201
0698	57	0.003201
6404	57	0.003201
5416	57	0.003201
7295	57	0.003201
6325	57	0.003201
7796	57	0.003201
8793	57	0.003201
6407	57	0.003201
9151	57	0.003201
5298	57	0.003201
8522	57	0.003201
6794	57	0.003201
4025	57	0.003201
2972	57	0.003201
4912	57	0.003201
8918	57	0.003201
2763	57	0.003201
5574	57	0.003201
8492	57	0.003201
7708	57	0.003201
8879	57	0.003201
9704	57	0.003201
5334	57	0.003201
3156	57	0.003201
0180	57	0.003201
1663	57	0.003201
5156	57	0.003201
6184	57	0.003201
4158	57	0.003201
7471	57	0.003201
5658	57	0.003201
5633	57	0.003201
5114	57	0.003201
7998	57	0.003201
4781	57	0.003201
4647	57	0.003201
5672	57	0.003201
6281	57	0.003201
5806	57	0.003201
6613	57	0.003201
7511	57	0.003201
0133	57	0.003201
8622	57	0.003201
3613	57	0.003201
9420	57	0.003201
6311	57	0.003201
7681	57	0.003201
2934	57	0.003201
2671	57	0.003201
4536	57	0.003201
9234	57	0.003201
5008	57	0.003201
0092	57	0.003201
0597	57	0.003201
7804	57	0.003201
3522	56	0.003145
7499	56	0.003145
5380	56	0.003145
7885	56	0.003145
7187	56	0.003145
8469	56	0.003145
8510	56	0.003145
2439	56	0.003145
9924	56	0.003145
0798	56	0.003145
2757	56	0.003145
3075	56	0.003145
5314	56	0.003145
6895	56	0.003145
3368	56	0.003145
0246	56	0.003145
5418	56	0.003145
7402	56	0.003145
3626	56	0.003145
2872	56	0.003145
8293	56	0.003145
7601	56	0.003145
6113	56	0.003145
6778	56	0.003145
8389	56	0.003145
9060	56	0.003145
4824	56	0.003145
7299	56	0.003145
5993	56	0.003145
5805	56	0.003145
9022	56	0.003145
9586	56	0.003145
5297	56	0.003145
9979	56	0.003145
8923	56	0.003145
3379	56	0.003145
5876	56	0.003145
5583	56	0.003145
7569	56	0.003145
3885	56	0.003145
4186	56	0.003145
4023	56	0.003145
3209	56	0.003145
9125	56	0.003145
3786	56	0.003145
0399	56	0.003145
3985	56	0.003145
4284	56	0.003145
3620	56	0.003145
3573	56	0.003145
9016	56	0.003145
2449	56	0.003145
4694	56	0.003145
6310	56	0.003145
7071	56	0.003145
5596	56	0.003145
2950	56	0.003145
4143	56	0.003145
3680	56	0.003145
2668	56	0.003145
2765	56	0.003145
3739	56	0.003145
3660	56	0.003145
7425	56	0.003145
3044	56	0.003145
9290	56	0.003145
7803	56	0.003145
7833	56	0.003145
7137	56	0.003145
8995	56	0.003145
0582	56	0.003145
5004	56	0.003145
9896	56	0.003145
7978	56	0.003145
2571	56	0.003145
1738	56	0.003145
3359	56	0.003145
4277	56	0.003145
4235	56	0.003145
7906	56	0.003145
4832	56	0.003145
5171	56	0.003145
7874	56	0.003145
7912	56	0.003145
6206	56	0.003145
0381	56	0.003145
0982	56	0.003145
5517	56	0.003145
5854	56	0.003145
7369	56	0.003145
7692	56	0.003145
8596	56	0.003145
2441	56	0.003145
6468	56	0.003145
8379	56	0.003145
8005	56	0.003145
6707	56	0.003145
4005	56	0.003145
5798	56	0.003145
4246	56	0.003145
3829	56	0.003145
3673	56	0.003145
3681	56	0.003145
2051	56	0.003145
8117	55	0.003089
2652	55	0.003089
5963	55	0.003089
7505	55	0.003089
6387	55	0.003089
8490	55	0.003089
0177	55	0.003089
8212	55	0.003089
3532	55	0.003089
5470	55	0.003089
7723	55	0.003089
7143	55	0.003089
9687	55	0.003089
3144	55	0.003089
7902	55	0.003089
7487	55	0.003089
9390	55	0.003089
7481	55	0.003089
5221	55	0.003089
7173	55	0.003089
7683	55	0.003089
4705	55	0.003089
8913	55	0.003089
3547	55	0.003089
2339	55	0.003089
3614	55	0.003089
5270	55	0.003089
5988	55	0.003089
4003	55	0.003089
8480	55	0.003089
7280	55	0.003089
3645	55	0.003089
7710	55	0.003089
6246	55	0.003089
5222	55	0.003089
8713	55	0.003089
5303	55	0.003089
4333	55	0.003089
9099	55	0.003089
5804	55	0.003089
7999	55	0.003089
4322	55	0.003089
5622	55	0.003089
0236	55	0.003089
0660	55	0.003089
9173	55	0.003089
0151	55	0.003089
4266	55	0.003089
0578	55	0.003089
3999	55	0.003089
6673	55	0.003089
5483	55	0.003089
7903	55	0.003089
4658	55	0.003089
3418	55	0.003089
0299	55	0.003089
2861	55	0.003089
5041	55	0.003089
8112	55	0.003089
9878	55	0.003089
7135	55	0.003089
0600	55	0.003089
5053	55	0.003089
4177	55	0.003089
1537	55	0.003089
5227	55	0.003089
4575	55	0.003089
5703	55	0.003089
3517	55	0.003089
6115	55	0.003089
0080	55	0.003089
6574	55	0.003089
8848	55	0.003089
8582	55	0.003089
2976	55	0.003089
6223	55	0.003089
8621	55	0.003089
7656	55	0.003089
8577	55	0.003089
3081	55	0.003089
3583	55	0.003089
3580	55	0.003089
3298	55	0.003089
6196	55	0.003089
2858	55	0.003089
4820	55	0.003089
4356	55	0.003089
3270	55	0.003089
6304	55	0.003089
6224	55	0.003089
6320	55	0.003089
3362	55	0.003089
3498	55	0.003089
9811	55	0.003089
4155	55	0.003089
4150	55	0.003089
6569	55	0.003089
0156	55	0.003089
6312	55	0.003089
5246	55	0.003089
7264	55	0.003089
4196	55	0.003089
8695	55	0.003089
1647	55	0.003089
4907	55	0.003089
0875	55	0.003089
3646	54	0.003033
9287	54	0.003033
0700	54	0.003033
6485	54	0.003033
7325	54	0.003033
6366	54	0.003033
8392	54	0.003033
8984	54	0.003033
7199	54	0.003033
9284	54	0.003033
5618	54	0.003033
5969	54	0.003033
5307	54	0.003033
6507	54	0.003033
4309	54	0.003033
7867	54	0.003033
3257	54	0.003033
5710	54	0.003033
9198	54	0.003033
5228	54	0.003033
3602	54	0.003033
7103	54	0.003033
9415	54	0.003033
4856	54	0.003033
6510	54	0.003033
3719	54	0.003033
6882	54	0.003033
9684	54	0.003033
3706	54	0.003033
6108	54	0.003033
3056	54	0.003033
6301	54	0.003033
6295	54	0.003033
2732	54	0.003033
8483	54	0.003033
1767	54	0.003033
5407	54	0.003033
7275	54	0.003033
4551	54	0.003033
8683	54	0.003033
9686	54	0.003033
5160	54	0.003033
6784	54	0.003033
2053	54	0.003033
3052	54	0.003033
2338	54	0.003033
9879	54	0.003033
9998	54	0.003033
2068	54	0.003033
6919	54	0.003033
9208	54	0.003033
6382	54	0.003033
9929	54	0.003033
5317	54	0.003033
4622	54	0.003033
4573	54	0.003033
5444	54	0.003033
8202	54	0.003033
8120	54	0.003033
6399	54	0.003033
9214	54	0.003033
8481	54	0.003033
3403	54	0.003033
8424	54	0.003033
0680	54	0.003033
3238	54	0.003033
2939	54	0.003033
6899	54	0.003033
4315	54	0.003033
7510	54	0.003033
7223	54	0.003033
6185	54	0.003033
7448	54	0.003033
3599	54	0.003033
5801	54	0.003033
5615	54	0.003033
8477	54	0.003033
5046	54	0.003033
4259	54	0.003033
8101	54	0.003033
8425	54	0.003033
8594	54	0.003033
8612	54	0.003033
0884	54	0.003033
3437	54	0.003033
9953	54	0.003033
8813	54	0.003033
5362	54	0.003033
7217	54	0.003033
6132	54	0.003033
6963	54	0.003033
7306	54	0.003033
5251	54	0.003033
3350	54	0.003033
3879	54	0.003033
5368	54	0.003033
4850	54	0.003033
5109	54	0.003033
5417	54	0.003033
9653	54	0.003033
7564	54	0.003033
5327	54	0.003033
3309	54	0.003033
9485	54	0.003033
9408	54	0.003033
5811	54	0.003033
0396	54	0.003033
0599	54	0.003033
6181	54	0.003033
6497	54	0.003033
0994	54	0.003033
0431	54	0.003033
1764	54	0.003033
2071	54	0.003033
3996	54	0.003033
6212	54	0.003033
6780	54	0.003033
6927	54	0.003033
7852	54	0.003033
3910	54	0.003033
8794	54	0.003033
4431	54	0.003033
2751	53	0.002977
4904	53	0.002977
0780	53	0.002977
6545	53	0.002977
5181	53	0.002977
3398	53	0.002977
4656	53	0.002977
0992	53	0.002977
7385	53	0.002977
2945	53	0.002977
7381	53	0.002977
6916	53	0.002977
7392	53	0.002977
8826	53	0.002977
8502	53	0.002977
6114	53	0.002977
7222	53	0.002977
9585	53	0.002977
3855	53	0.002977
7824	53	0.002977
7732	53	0.002977
5972	53	0.002977
4544	53	0.002977
5642	53	0.002977
3349	53	0.002977
8795	53	0.002977
3897	53	0.002977
3725	53	0.002977
4303	53	0.002977
8292	53	0.002977
1744	53	0.002977
4154	53	0.002977
3769	53	0.002977
0440	53	0.002977
3905	53	0.002977
8133	53	0.002977
5527	53	0.002977
5519	53	0.002977
5619	53	0.002977
5013	53	0.002977
6477	53	0.002977
7415	53	0.002977
5571	53	0.002977
7204	53	0.002977
5061	53	0.002977
6498	53	0.002977
3370	53	0.002977
9605	53	0.002977
0341	53	0.002977
9285	53	0.002977
4258	53	0.002977
4399	53	0.002977
3161	53	0.002977
9019	53	0.002977
3514	53	0.002977
6125	53	0.002977
0056	53	0.002977
5628	53	0.002977
6708	53	0.002977
5723	53	0.002977
4902	53	0.002977
4018	53	0.002977
4883	53	0.002977
5570	53	0.002977
1751	53	0.002977
6227	53	0.002977
3317	53	0.002977
2041	53	0.002977
3540	53	0.002977
4541	53	0.002977
5542	53	0.002977
3432	53	0.002977
9885	53	0.002977
3557	53	0.002977
5337	53	0.002977
4595	53	0.002977
3271	53	0.002977
9484	53	0.002977
5257	53	0.002977
2868	53	0.002977
0677	53	0.002977
5655	53	0.002977
5568	53	0.002977
4628	53	0.002977
3146	53	0.002977
5894	53	0.002977
4080	53	0.002977
5653	53	0.002977
7691	53	0.002977
2750	53	0.002977
2647	53	0.002977
3440	53	0.002977
3447	53	0.002977
6122	53	0.002977
6007	53	0.002977
2870	53	0.002977
9694	53	0.002977
4898	53	0.002977
3541	53	0.002977
3340	53	0.002977
9131	53	0.002977
5644	53	0.002977
0397	53	0.002977
6712	53	0.002977
5541	53	0.002977
3274	53	0.002977
5614	53	0.002977
3715	53	0.002977
5088	53	0.002977
5907	53	0.002977
7310	53	0.002977
0497	53	0.002977
6871	53	0.002977
8784	53	0.002977
4615	53	0.002977
4278	53	0.002977
4022	53	0.002977
9708	53	0.002977
5172	53	0.002977
8390	53	0.002977
8407	53	0.002977
4840	53	0.002977
4007	53	0.002977
1838	53	0.002977
5560	53	0.002977
5781	53	0.002977
8225	53	0.002977
5992	53	0.002977
6258	53	0.002977
2940	53	0.002977
4435	53	0.002977
5296	53	0.002977
7380	52	0.002920
4803	52	0.002920
3894	52	0.002920
7169	52	0.002920
8581	52	0.002920
0166	52	0.002920
2659	52	0.002920
0045	52	0.002920
9098	52	0.002920
6069	52	0.002920
0132	52	0.002920
6285	52	0.002920
4056	52	0.002920
8699	52	0.002920
8945	52	0.002920
8524	52	0.002920
9024	52	0.002920
6398	52	0.002920
3148	52	0.002920
8583	52	0.002920
3167	52	0.002920
4818	52	0.002920
9822	52	0.002920
6879	52	0.002920
6508	52	0.002920
7808	52	0.002920
6475	52	0.002920
7455	52	0.002920
2760	52	0.002920
3887	52	0.002920
7775	52	0.002920
4516	52	0.002920
7286	52	0.002920
6992	52	0.002920
4358	52	0.002920
6976	52	0.002920
4657	52	0.002920
3916	52	0.002920
3426	52	0.002920
8694	52	0.002920
8151	52	0.002920
6483	52	0.002920
5722	52	0.002920
9184	52	0.002920
4178	52	0.002920
2353	52	0.002920
9089	52	0.002920
4827	52	0.002920
3374	52	0.002920
0769	52	0.002920
8717	52	0.002920
8797	52	0.002920
3226	52	0.002920
6944	52	0.002920
9978	52	0.002920
8580	52	0.002920
4006	52	0.002920
6601	52	0.002920
4821	52	0.002920
7530	52	0.002920
5419	52	0.002920
0998	52	0.002920
5627	52	0.002920
5514	52	0.002920
6189	52	0.002920
2767	52	0.002920
0796	52	0.002920
5516	52	0.002920
4434	52	0.002920
8130	52	0.002920
0052	52	0.002920
5266	52	0.002920
4886	52	0.002920
3473	52	0.002920
4607	52	0.002920
7821	52	0.002920
5116	52	0.002920
4468	52	0.002920
4302	52	0.002920
7458	52	0.002920
4526	52	0.002920
7805	52	0.002920
3651	52	0.002920
4992	52	0.002920
4355	52	0.002920
0669	52	0.002920
7452	52	0.002920
0999	52	0.002920
2737	52	0.002920
1749	52	0.002920
9314	52	0.002920
5249	52	0.002920
4794	52	0.002920
6171	52	0.002920
6542	52	0.002920
3554	52	0.002920
5131	52	0.002920
7623	52	0.002920
6998	52	0.002920
4443	52	0.002920
6446	52	0.002920
9963	52	0.002920
0782	52	0.002920
8119	52	0.002920
3057	52	0.002920
3608	52	0.002920
3361	52	0.002920
5331	52	0.002920
5408	52	0.002920
3098	52	0.002920
7496	52	0.002920
7695	52	0.002920
9282	52	0.002920
4720	52	0.002920
2076	52	0.002920
3534	52	0.002920
9710	52	0.002920
2641	52	0.002920
5880	52	0.002920
3135	52	0.002920
9778	52	0.002920
5559	52	0.002920
8108	51	0.002864
3037	51	0.002864
6501	51	0.002864
4383	51	0.002864
7101	51	0.002864
3451	51	0.002864
6203	51	0.002864
7120	51	0.002864
6693	51	0.002864
7864	51	0.002864
6924	51	0.002864
3243	51	0.002864
8925	51	0.002864
5465	51	0.002864
2638	51	0.002864
7263	51	0.002864
4260	51	0.002864
9277	51	0.002864
9584	51	0.002864
6674	51	0.002864
6130	51	0.002864
3537	51	0.002864
8633	51	0.002864
7478	51	0.002864
7127	51	0.002864
9712	51	0.002864
6345	51	0.002864
2867	51	0.002864
4894	51	0.002864
5796	51	0.002864
3771	51	0.002864
4427	51	0.002864
5758	51	0.002864
6413	51	0.002864
4672	51	0.002864
4765	51	0.002864
8393	51	0.002864
4652	51	0.002864
6396	51	0.002864
3982	51	0.002864
5706	51	0.002864
7312	51	0.002864
4920	51	0.002864
5226	51	0.002864
4099	51	0.002864
7713	51	0.002864
1637	51	0.002864
7303	51	0.002864
9914	51	0.002864
5895	51	0.002864
7483	51	0.002864
5319	51	0.002864
5820	51	0.002864
7698	51	0.002864
2740	51	0.002864
5386	51	0.002864
4667	51	0.002864
0581	51	0.002864
3438	51	0.002864
7301	51	0.002864
5385	51	0.002864
3627	51	0.002864
8963	51	0.002864
4032	51	0.002864
4318	51	0.002864
6664	51	0.002864
6255	51	0.002864
2561	51	0.002864
0877	51	0.002864
4611	51	0.002864
5320	51	0.002864
8830	51	0.002864
9126	51	0.002864
5613	51	0.002864
0579	51	0.002864
6915	51	0.002864
7521	51	0.002864
